,resultUom,phenomenonTimeReferenceYear,resultMeanValue,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent,pollution_status
10366,%,2007,95.7455,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
10367,[pH],2009,7.825,Bulgaria,64.7110998526161,28.29370430483317,4836884.0,-6059.125,0.008553160446462,10.928049723307288,5.4781760692042765,56792405577.3656,24.35,5.83,1.98,17.93,14.18,12.15,1.96,2.48,19.18,19.03,1
10368,mg{N}/L,2009,4.9192,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10369,Cel,2012,9.86667,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,1
10370,mg{P}/L,2007,0.0577,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10371,%,2009,70.25,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10372,{massRatio},2009,7.2746,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,2
10373,{massRatio},2012,214.405,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,2
10374,mg{P}/L,2012,0.0640833,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,1
10375,mg{P}/L,2007,0.0113,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10376,mg{P}/L,2007,0.0166,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10377,mg{P}/L,2007,0.0279,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10378,mg{P}/L,2007,0.0079,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10379,mg{P}/L,2007,0.0416,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10380,mg{P}/L,2007,0.0173,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10381,mg{NO2}/L,2006,0.0095250499999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10382,mg{NO2}/L,2006,0.02331995,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10383,mg{P}/L,2007,0.006,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10384,mg{P}/L,2007,0.0071,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10385,mg{P}/L,2007,0.0124,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10386,mg{P}/L,2007,0.0184,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10387,mg{C}/L,2012,13.325,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,0
10388,mg{Si}/L,2007,1.6792,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10389,mg{Si}/L,2007,6.985,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10390,mg{Si}/L,2007,8.8208,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10391,mg{Si}/L,2007,7.2558,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10392,mmol/L,2009,4.8379,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,2
10393,Cel,2009,11.5575,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10394,mg{NO2}/L,2009,0.5898962,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10395,mg{P}/L,2009,1.075,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,0
10396,mg{P}/L,2012,0.0193333,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,1
10397,mg{P}/L,2007,0.006,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10398,mg{P}/L,2007,0.006,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10399,mg{P}/L,2007,0.0214,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10400,mg{P}/L,2007,0.0093,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10401,mg{NO2}/L,2006,0.0164225,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10402,mg{NO2}/L,2006,0.0091966,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10403,mg{NO2}/L,2006,0.0091966,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10404,mg{NH3}/L,2006,0.0003647669999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10405,mg{NH3}/L,2006,0.0006079449999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10406,mg{NH3}/L,2006,0.0003647669999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10407,mg{NO2}/L,2006,0.01740785,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10408,mg{NO2}/L,2006,0.00624055,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10409,mg{NO2}/L,2006,0.006569,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10410,mg{P}/L,2007,0.0185,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10411,mg{P}/L,2007,0.0083,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10412,mg{Si}/L,2007,5.6667,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10413,mg{P}/L,2007,0.0084,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10414,mg{P}/L,2007,0.0165,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10415,mg{P}/L,2007,0.0073,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10416,mg{P}/L,2007,0.0173,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10417,mg{NH3}/L,2006,0.000851123,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10418,mg{NH3}/L,2006,0.0004863559999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10419,mg{NO2}/L,2006,0.03842865,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10420,mg{NO2}/L,2006,0.0118242,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10421,mg{NO2}/L,2006,0.01018195,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10422,mg{NO2}/L,2006,0.0085396999999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10423,mg{P}/L,2007,0.0074,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10424,mg{P}/L,2007,0.0091,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10425,mg{P}/L,2007,0.0208,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10426,mg{P}/L,2007,0.006,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10427,mg{P}/L,2007,0.0071,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10428,mg{P}/L,2006,0.0342167,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10429,%,2006,90.0833,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
10430,mg{N}/L,2006,9.72667,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10431,mg{NO2}/L,2007,0.22748939675,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10432,mg{NH3}/L,2006,0.0003647669999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10433,mg{NH3}/L,2006,0.0003647669999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10434,mg{NH3}/L,2006,0.005593094,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10435,mg{NO2}/L,2006,0.01215265,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10436,mg{NO2}/L,2006,0.55606585,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10437,mg{NO2}/L,2006,0.0374433,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10438,mg{NO2}/L,2006,0.0716021,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10439,mg{NO2}/L,2006,0.05025285,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10440,mmol/L,2012,6.28333,Lithuania,44.7230757742448,17.622537763760466,1538269.0,-38764.875,0.0,11.09062194824219,12.938290420597331,45735444769.2075,40.4,8.65,2.75,44.05,10.05,10.15,0.0,0.6,0.0,22.92,2
10441,mg{P}/L,2006,1.34,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
10442,mg{P}/L,2009,0.0507,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10443,Cel,2009,14.1325,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
10444,ug/L,2013,0.01,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10445,ug/L,2013,0.03417,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10446,ug/L,2013,0.02,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10447,ug/L,2013,0.02875,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10448,mg{NH3}/L,2006,0.002796547,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10449,mg{NH3}/L,2006,0.001823835,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10450,mg{NH3}/L,2006,0.0009727119999999,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10451,mg{NO2}/L,2006,0.0091966,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10452,mg{NO3}/L,2008,44.7051741,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10453,mg{P}/L,2007,0.810833,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
10454,mg{N}/L,2007,6.615,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10455,ug/L,2013,0.02,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10456,ug/L,2013,0.049,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10457,ug/L,2013,0.02367,Czech Republic,137.657705257705,21.99909212365624,6063076.0,21256.75,0.1557459877920619,11.09255896674262,5.7585803726136255,231340463131.439,62.3,2.4,8.4,14.899999999999997,9.1,2.2,0.0,0.7,0.0,25.5,1
10458,mg{Si}/L,2007,7.0008,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10459,mg{Si}/L,2007,6.8492,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10460,mg{Si}/L,2007,2.0532,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10461,mg{Si}/L,2007,8.23,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10462,mg{P}/L,2007,0.0419,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10463,mg{P}/L,2007,0.0926,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10464,mg{P}/L,2007,0.0068,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10465,[pH],2008,7.9175,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10466,[pH],2008,7.5625,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10467,[pH],2008,6.7,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10468,[pH],2008,8.1,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10469,[pH],2008,7.725,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10470,[pH],2008,7.65,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10471,[pH],2008,7.7833,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10472,[pH],2008,8.2583,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10473,mg{O2}/L,2007,3.09833,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
10474,mg{NO3}/L,2008,25.62493691,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
