,resultUom,phenomenonTimeReferenceYear,resultMeanValue,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent,pollution_status
2955,mg{O2}/L,2008,1.81667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2956,ug/L,2008,4.625,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2957,ug/L,2016,1.0,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
2958,ug/L,2016,0.005,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
2959,ug/L,2016,0.015,Spain,93.6771974435832,15.047884084971097,50941692.0,-40055.25,0.729193518337962,87.15892367892796,4.363288334589893,1464508831011.81,49.0,8.0,3.0,14.0,15.0,9.0,0.0,2.0,0.0,16.84,1
2960,mg{N}/L,2006,1.7785,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2961,mg{N}/L,2006,9.7483,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2962,mg{N}/L,2006,1.815,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2963,mg{N}/L,2006,0.4766,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2964,mg{N}/L,2006,2.0358,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2965,mg{N}/L,2006,1.7433,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2966,mg{C}/L,2008,2.4625,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,1
2967,mg{C}/L,2008,5.0367,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
2968,mg{C}/L,2008,4.3775,United Kingdom,274.70898193692403,26.637510770071906,25867961.0,325435.125,0.0324070189450731,0.0,1.7286754956481367,2757620259273.38,16.7,2.2,3.5,28.2,18.9,20.2,0.0,7.6,2.7,27.25,0
2969,uS/cm,2008,265.66700000000003,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2970,mg{NH4}/L,2008,0.0319798808,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2971,mg{P}/L,2008,0.66382,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
2972,Cel,2008,17.9871,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2973,{massRatio},2008,10.2958,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
2974,mg{N}/L,2008,5.48832,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2975,uS/cm,2008,115.667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2976,mg{NH4}/L,2008,0.0918296344,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2977,{massRatio},2008,289.849,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
2978,mg{N}/L,2008,0.8537040000000001,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2979,mg{N}/L,2008,7.94853,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2980,mg{O2}/L,2008,1.08333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2981,mg{P}/L,2008,0.0101974,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2982,%,2008,86.3714,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
2983,mg{N}/L,2008,7.72832,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2984,ug/L,2008,0.666667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2985,mg{NH4}/L,2008,0.0250443872,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2986,mg{P}/L,2008,0.0133333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2987,uS/cm,2008,135.5,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2988,ug/L,2008,2.75,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2989,mg{N}/L,2008,0.791667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2990,Cel,2008,10.9667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2991,mg{O2}/L,2008,2.675,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2992,mg{P}/L,2008,0.146667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
2993,mg{NH4}/L,2008,0.0333925592,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2994,{massRatio},2008,14.1526,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
2995,mg{P}/L,2008,0.0766666999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2996,ug/L,2008,1.25,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2997,mg{N}/L,2008,0.157972,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2998,mg{NO3}/L,2008,1.5494499999999998,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
2999,[pH],2008,7.631869999999997,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3000,Cel,2008,12.3,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3001,mg{NH4}/L,2008,0.030888172,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3002,{massRatio},2008,785.452,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
3003,mg{N}/L,2008,0.5811109999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3004,mg{O2}/L,2008,1.39167,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3005,ug/L,2008,5.15625,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3006,%,2008,98.665,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3007,[pH],2008,7.4142899999999985,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3008,mg{NO3}/L,2008,0.5997876679999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3009,mg{N}/L,2008,0.6385270000000001,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3010,mg{P}/L,2008,0.395767,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3011,mg{NO2}/L,2008,0.12566792605,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3012,ug/L,2008,1.5,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3013,Cel,2008,16.1962,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3014,mg{P}/L,2008,0.0346154,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3015,mg{O2}/L,2008,2.42857,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3016,mg{N}/L,2008,1.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3017,mg{P}/L,2008,0.00935439,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3018,[pH],2008,7.23868,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3019,{massRatio},2008,56.5071,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
3020,mg{O2}/L,2008,0.7,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3021,mg{P}/L,2008,0.0406263,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3022,mg{O2}/L,2008,1.7875,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3023,mg{NH4}/L,2008,0.8840690320000001,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3024,mg{O2}/L,2008,0.683333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3025,mg{P}/L,2008,0.0540868,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3026,mg{NH4}/L,2008,0.0475843872,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3027,mg{N}/L,2008,1.86299,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3028,Cel,2008,12.4833,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3029,mg{NO3}/L,2008,46.27543099999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3030,%,2008,105.333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3031,mg{NO3}/L,2008,11.587539689999998,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3032,%,2008,102.25,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3033,mg{N}/L,2008,0.8850819999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3034,mg{N}/L,2008,3.06667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3035,mg{NO3}/L,2008,22.82047668,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3036,mg{O2}/L,2008,0.891667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3037,mg{NO2}/L,2008,0.03998517455,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3038,uS/cm,2008,25.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3039,Cel,2008,6.3133300000000006,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3040,mg{N}/L,2008,0.138527,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3041,Cel,2008,10.4683,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3042,mg{N}/L,2008,1.6581400000000002,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3043,mg{N}/L,2008,2.34235,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3044,mg{N}/L,2008,0.990957,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3045,mg{N}/L,2008,0.490957,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3046,ug/L,2008,6.75,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3047,Cel,2008,6.92667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3048,mg{N}/L,2008,0.482186,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3049,ug/L,2008,0.833333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3050,mg{N}/L,2008,1.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3051,ug/L,2008,2.75,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3052,Cel,2008,17.2217,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3053,mg{N}/L,2008,1.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3054,uS/cm,2008,605.75,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,0
3055,ug/L,2008,1.625,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3056,Cel,2008,11.8917,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3057,mg{N}/L,2008,0.925,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3058,mg{N}/L,2008,0.483333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3059,uS/cm,2008,277.083,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3060,[pH],2008,7.723910000000001,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3061,{massRatio},2008,34.0872,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,2
3062,mg{N}/L,2008,0.8801129999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3063,mg{N}/L,2008,7.68451,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3064,mg{P}/L,2008,0.0483333,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3065,mg{N}/L,2008,1.125,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3066,mg{O2}/L,2008,0.416667,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3067,mg{N}/L,2008,1.0,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3068,mg{N}/L,2008,0.388663,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3069,uS/cm,2008,409.833,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
3070,[pH],2008,7.668939999999999,France,122.299437237519,30.8319059046492,71176346.0,75808.375,0.0057176459292674,0.0,4.457840432015055,2806036371233.86,32.0,10.0,3.0,26.0,20.0,9.0,0.0,0.0,0.0,22.26,1
